"","StationNum","SS","Project","Gridnum","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","MixedwoodR","Mixedwood1","Mixedwood2","Mixedwood3","Mixedwood4","Mixedwood5","Mixedwood6","Mixedwood7","Mixedwood8","Mixedwood9","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","SpruceR","Spruce1","Spruce2","Spruce3","Spruce4","Spruce5","Spruce6","Spruce7","Spruce8","Spruce9","TreedBogR","TreedBog1","TreedBog2","TreedBog3","TreedBog4","TreedBog5","TreedBog6","TreedBog7","TreedBog8","TreedBog9","TreedFenR","TreedFen1","TreedFen2","TreedFen3","TreedFen4","TreedFen5","TreedFen6","TreedFen7","TreedFen8","TreedFen9","TreedSwampR","TreedSwamp1","TreedSwamp2","TreedSwamp3","TreedSwamp4","TreedSwamp5","TreedSwamp6","TreedSwamp7","TreedSwamp8","TreedSwamp9","GrassHerb","Shrub","GraminoidFen","Marsh","ShrubbyBog","ShrubbyFen","ShrubbySwamp","Bare","SnowIce","Water","UrbanIndustrial","UrbanResidence","RuralResidentialIndustrial","IndustrialSiteRural","WindGenerationFacility","OtherDisturbedVegetation","MineSite","PeatMine","WellSite","Pipeline","TransmissionLine","SeismicLineNarrow","SeismicLineWide","RoadHardSurface","RailHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RailVegetatedVerge","CultivationCrop","CultivationAbandoned","CultivationRoughPasture","CultivationTamePasture","HighDensityLivestockOperation","BorrowpitsDugoutsSumps","MunicipalWaterSewage","Reservoirs","Canals","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixedwoodR","CCMixedwood1","CCMixedwood2","CCMixedwood3","CCMixedwood4","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4","CCSpruceR","CCSpruce1","CCSpruce2","CCSpruce3","CCSpruce4","g2x2","g3x3","g4x4","g5x5","Station"
"1","1","BG_10_1","BG","10",0,0,0,223888.277282012,0,3702.13256260289,0,20082.1677040114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107461.218239468,0,0,0,0,0,0,0,0,0,0,0,0,1640.16430339534,0,0,3226.09627057287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"2","1","BG_17_1","BG","17",0,0,0,0,0,39430.0692676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61774.8837639314,0,0,0,0,0,0,0,0,25172.6356995641,0,17160.3931857957,0,0,0,0,0,0,0,0,0,77072.6938815553,10857.9849232396,0,0,0,0,0,0,0,0,0,120413.097766824,0,0,0,0,0,0,0,0,0,611.794946768351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.966046791104,0,0,4615.70404284918,0,0,1073.38909026318,954.363896699828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"3","1","BG_15_1","BG","15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527.44602236241,5383.60807150982,0,0,0,0,0,0,0,0,7503.70867490209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12164.6649582694,68630.9996758953,0,69601.2959401606,0,0,0,0,0,0,0,144385.434560916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.912632357253,212.094469419463,0,0,0,0,0,989.769686788985,0,0,0,0,0,0,0,0,0,7689.96502555048,0,325.21639575598,3599.85078978484,0,0,514.998614131939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37282.9761389274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"4","1","BG_7_1","BG","7",0,0,43301.4783343848,0,24926.2542258348,64237.5108759312,8144.95587584165,0,0,0,0,0,0,0,0,26500.7322365742,0,0,14115.9089521583,0,0,0,54342.968975162,0,15633.617842206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21697.5510525733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.555707991412,0,0,17771.0277254345,0,0,0,0,0,0,0,55695.5758588758,0,0,0,0,0,0,0,0,0,0,0,0,1134.5776227034,0,0,500.386785702234,0,0,0,0,0,0,0,0,0,0,0,0,11851.8205245164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"5","1","BG_4_1","BG","4",0,0,0,0,62113.1644190493,17536.7048698308,0,0,0,0,0,0,0,0,1620.9227726201,0,0,0,0,0,0,0,0,0,67366.2394325979,0,0,0,0,0,0,0,0,0,0,0,0,0,16617.3389368108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307.4946389511,0,7890.22969577938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967.8539723717,0,0,0,92276.5692699405,0,0,0,0,2297.61872015102,7657.0383177133,0,2989.4224747536,3104.27760867167,8484.59015144118,0,0,10770.5739014008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"6","1","BG_13_1","BG","13",0,0,0,0,0,42366.7368078892,39126.4631201153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29146.0765686963,0,0,0,0,0,0,0,0,0,0,0,12368.3495063434,0,0,0,0,0,7004.74076326092,16935.2076081165,34836.3513318472,578.823986111407,0,0,0,0,0,0,0,0,140067.592260352,23147.4391617117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820.2605812824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601.89375882731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"7","1","BG_18_1","BG","18",0,0,0,0,198832.857377552,0,0,49382.5397914875,8465.69960496116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7160333434617,0,0,0,0,0,0,0,0,0,7783.99220116215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29090.0439536464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.6734411252,0,0,0,0,0,0,0,0,0,9534.01663753012,0,0,4951.80533336624,6090.25091779792,0,0,18293.6243546055,0,0,0,0,0,0,0,0,0,0,0,0,0,1166.5770010791,0,0,6486.36235061289,0,0,0,0,0,0,18615.7759275386,0,0,0,0,0,0,1,1,1,1,1
"8","1","BG_2_1","BG","2",229421.286992605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16159.260973274,0,0,0,0,0,0,0,0,0,89095.3071166114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233.81327803608,3643.90495128048,2476.04754060916,8359.28370016154,6557.28564768548,0,0,267.071424441863,0,0,0,0,0,0,0,0,0,0,0,0,1786.59831708786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"9","1","BG_5_1","BG","5",0,0,0,0,0,115958.272539833,0,0,0,0,0,0,0,0,3229.42947066328,0,0,0,0,0,0,0,0,0,0,36492.3505792034,0,0,0,0,0,0,0,0,0,31465.7811860367,21276.8791184322,0,0,0,0,0,0,0,0,1105.086452038,0,0,74111.4098813555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418.63160598509,0,0,0,0,0,0,0,0,256.376032195808,0,0,0,43325.0582646394,0,0,0,0,0,0,0,2078.18957893909,773.213027437256,0,0,6433.43975939243,19075.8899419007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"10","1","BG_16_1","BG","16",0,0,0,0,0,0,13912.1079967865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.86887833374,25604.0091878958,0,0,0,0,0,0,0,2000.01616828665,107346.45670342,0,32626.0378022732,0,0,0,0,0,0,28989.5217299425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136033.703354391,0,0,1333.63513967318,0,0,0,0,0,0,0,0,5451.22538862031,0,0,0,4083.33918048579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"11","1","BG_14_1","BG","14",0,0,0,0,6102.89091212281,119926.829673915,0,0,0,0,0,0,0,0,23934.0988623087,0,0,0,0,0,0,0,0,0,0,2056.08066407431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189280.136328356,7125.21876725303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8054.2698396149,3520.43800641853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"12","1","BG_6_1","BG","6",0,0,0,0,134062.586573079,49690.5059940503,0,0,0,0,0,0,0,0,0,3289.67642269047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15648.0724230688,0,0,0,0,0,0,0,0,0,16478.6612052263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205.55992840826,0,0,0,0,0,0,0,0,0,0,0,79274.9649898386,0,0,0,0,1712.59577676448,49539.2578862112,0,219.263043989911,6744.77938497715,0,0,0,134.103204055915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"13","1","BG_11_1","BG","11",0,0,0,0,6764.46448217798,220728.217200816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.455767163579,56133.1127164871,21127.2133079719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6473.41413888601,16845.0390590725,0,0,0,0,0,0,0,0,0,0,0,0,0,10.109579911169,0,0,0,0,0,0,0,0,12107.203296967,0,0,17696.4877853676,1670.2960225381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"14","1","BG_9_1","BG","9",0,0,0,0,125107.896582557,156077.355343456,0,0,0,0,0,0,0,0,0,0,0,9787.90648377471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526.52086430711,0,0,0,0,0,0,0,0,0,0,5755.27367162046,0,0,0,0,0,0,0,0,24987.1719749882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.016418485925,0,0,0,0,0,0,0,0,0,0,0,0,7052.18321170281,8610.20926660251,0,565.116629817758,16012.9551397442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.45441984662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"15","1","BG_12_1","BG","12",0,0,0,0,2475.26742878435,216988.971661251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10754.6176656766,0,0,0,0,0,0,0,0,0,0,0,0,635.117038516027,0,245.889516537596,2916.0966625431,0,1811.74975946741,16415.166971979,0,0,5696.33536681978,0,0,0,25391.4437528076,0,0,0,0,23056.5806485992,14209.1826536615,0,0,289.437972418219,14758.296639865,0,1550.25666520756,22805.536368071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
