"","SS","Visits"
"245","BG_11_52",4
"246","BG_11_53",4
"247","BG_11_54",4
"248","BG_11_55",4
"249","BG_11_56",4
"250","BG_11_57",4
"251","BG_11_58",4
"252","BG_11_59",4
"253","BG_11_6",4
"254","BG_11_60",4
"255","BG_11_61",4
"256","BG_11_62",4
"257","BG_11_63",4
"258","BG_11_64",4
"259","BG_11_65",4
"260","BG_11_66",5
"261","BG_11_67",4
"262","BG_11_68",4
"263","BG_11_69",4
"264","BG_11_7",4
"265","BG_11_70",4
"266","BG_11_71",4
"267","BG_11_72",4
"268","BG_11_73",4
"269","BG_11_74",4
"270","BG_11_75",4
"271","BG_11_76",4
"272","BG_11_77",4
"273","BG_11_78",4
"274","BG_11_79",4
"275","BG_11_8",4
"276","BG_11_80",4
"277","BG_11_81",4
"278","BG_11_82",5
"279","BG_11_83",4
"280","BG_11_84",4
"281","BG_11_85",4
"282","BG_11_86",4
"283","BG_11_87",4
"284","BG_11_88",4
"285","BG_11_89",4
"286","BG_11_9",4
"287","BG_11_90",4
"288","BG_11_91",4
"289","BG_11_92",4
"290","BG_11_93",4
"291","BG_11_94",3
"292","BG_11_95",5
"293","BG_11_96",4
"294","BG_11_97",4
"295","BG_11_98",4
"296","BG_11_99",4
"297","BG_12_1",6
"298","BG_12_10",4
"299","BG_12_100",4
"300","BG_12_11",4
"301","BG_12_12",4
"302","BG_12_13",4
"303","BG_12_14",4
"304","BG_12_15",4
"305","BG_12_16",4
"306","BG_12_17",5
"307","BG_12_18",5
"308","BG_12_19",5
"309","BG_12_2",4
"310","BG_12_20",4
"311","BG_12_21",5
"312","BG_12_22",4
"313","BG_12_23",4
"314","BG_12_24",4
"315","BG_12_25",4
"316","BG_12_26",4
"317","BG_12_27",5
"318","BG_12_28",4
"319","BG_12_29",4
"320","BG_12_3",5
"321","BG_12_30",4
"322","BG_12_31",4
"323","BG_12_32",4
"324","BG_12_33",4
"325","BG_12_34",4
"326","BG_12_35",5
"327","BG_12_36",4
"328","BG_12_37",5
"329","BG_12_38",4
"330","BG_12_39",4
"331","BG_12_4",4
"332","BG_12_40",5
"333","BG_12_41",4
"334","BG_12_42",4
"335","BG_12_43",4
"336","BG_12_44",4
"337","BG_12_45",4
"338","BG_12_46",4
"339","BG_12_47",4
"340","BG_12_48",4
"341","BG_12_49",4
"342","BG_12_5",4
"343","BG_12_50",5
"344","BG_12_51",4
"345","BG_12_52",4
"346","BG_12_53",4
"347","BG_12_54",4
"348","BG_12_55",4
"349","BG_12_56",4
"350","BG_12_57",4
"351","BG_12_58",4
"352","BG_12_59",4
"353","BG_12_6",4
"354","BG_12_60",4
"355","BG_12_61",4
"356","BG_12_62",4
"357","BG_12_63",5
"358","BG_12_64",5
"359","BG_12_65",5
"360","BG_12_66",5
"361","BG_12_67",4
"362","BG_12_68",4
"363","BG_12_69",5
"364","BG_12_7",4
"365","BG_12_70",3
"366","BG_12_71",4
"367","BG_12_72",4
"368","BG_12_73",4
"369","BG_12_74",4
"370","BG_12_75",5
"371","BG_12_76",4
"372","BG_12_77",4
"373","BG_12_78",5
"374","BG_12_79",4
"375","BG_12_8",4
"376","BG_12_80",4
"377","BG_12_81",4
"378","BG_12_82",4
"379","BG_12_83",4
"380","BG_12_84",5
"381","BG_12_85",4
"382","BG_12_86",4
"383","BG_12_87",4
"384","BG_12_88",4
"385","BG_12_89",4
"386","BG_12_9",4
"387","BG_12_90",4
"388","BG_12_91",5
"389","BG_12_92",4
"390","BG_12_93",4
"391","BG_12_94",4
"392","BG_12_95",4
"393","BG_12_96",4
"394","BG_12_97",4
"395","BG_12_98",4
"396","BG_12_99",4
"397","BG_13_1",4
"398","BG_13_10",4
"399","BG_13_100",4
"400","BG_13_11",4
"401","BG_13_12",4
"402","BG_13_13",4
"403","BG_13_14",4
"404","BG_13_15",4
"405","BG_13_16",4
"406","BG_13_17",4
"407","BG_13_18",4
"408","BG_13_19",4
"409","BG_13_2",4
"410","BG_13_20",4
"411","BG_13_21",4
"412","BG_13_22",4
"413","BG_13_23",4
"414","BG_13_24",4
"415","BG_13_25",4
"416","BG_13_26",4
"417","BG_13_27",4
"418","BG_13_28",4
"419","BG_13_29",4
"420","BG_13_3",4
"421","BG_13_30",4
"422","BG_13_31",5
"423","BG_13_32",4
"424","BG_13_33",4
"425","BG_13_34",4
"426","BG_13_35",4
"427","BG_13_36",4
"428","BG_13_37",4
"429","BG_13_38",3
"430","BG_13_39",2
"431","BG_13_4",4
"432","BG_13_40",4
"433","BG_13_41",3
"434","BG_13_42",3
"435","BG_13_43",5
"436","BG_13_44",4
"437","BG_13_45",4
"438","BG_13_46",4
"439","BG_13_47",4
"440","BG_13_48",4
"441","BG_13_49",5
"442","BG_13_5",4
"443","BG_13_50",4
"444","BG_13_51",4
"445","BG_13_52",4
"446","BG_13_53",3
"447","BG_13_54",4
"448","BG_13_55",3
"449","BG_13_56",4
"450","BG_13_57",4
"451","BG_13_58",5
"452","BG_13_59",4
"453","BG_13_6",4
"454","BG_13_60",4
"455","BG_13_61",4
"456","BG_13_62",4
"457","BG_13_63",3
"458","BG_13_64",4
"459","BG_13_65",5
"460","BG_13_66",4
"461","BG_13_67",4
"462","BG_13_68",4
"463","BG_13_7",4
"464","BG_13_70",4
"465","BG_13_71",4
"466","BG_13_72",4
"467","BG_13_73",4
"468","BG_13_74",4
"469","BG_13_75",4
"470","BG_13_76",4
"471","BG_13_77",4
"472","BG_13_78",4
"473","BG_13_79",4
"474","BG_13_8",4
"475","BG_13_80",4
"476","BG_13_81",4
"477","BG_13_82",4
"478","BG_13_83",4
"479","BG_13_84",4
"480","BG_13_85",4
"481","BG_13_86",4
"482","BG_13_87",4
"483","BG_13_88",4
"484","BG_13_89",4
"485","BG_13_9",4
"486","BG_13_90",4
"487","BG_13_91",4
"488","BG_13_92",4
"489","BG_13_93",4
"490","BG_13_94",4
"491","BG_13_95",4
"492","BG_13_96",4
"493","BG_13_97",4
"494","BG_13_98",4
"495","BG_13_99",4
"496","BG_14_1",4
"497","BG_14_10",3
"498","BG_14_100",4
"499","BG_14_11",4
"500","BG_14_12",4
"501","BG_14_13",4
"502","BG_14_14",4
"503","BG_14_15",4
"504","BG_14_16",4
"505","BG_14_17",4
"506","BG_14_18",4
"507","BG_14_19",4
"508","BG_14_2",8
"509","BG_14_20",4
"510","BG_14_21",4
"511","BG_14_22",4
"512","BG_14_23",4
"513","BG_14_24",4
"514","BG_14_25",4
"515","BG_14_26",4
"516","BG_14_27",4
"517","BG_14_28",4
"518","BG_14_29",4
"519","BG_14_3",4
"520","BG_14_30",4
"521","BG_14_31",4
"522","BG_14_32",4
"523","BG_14_33",4
"524","BG_14_34",5
"525","BG_14_35",4
"526","BG_14_36",4
"527","BG_14_37",4
"528","BG_14_38",4
"529","BG_14_39",4
"530","BG_14_4",4
"531","BG_14_40",5
"532","BG_14_41",4
"533","BG_14_42",4
"534","BG_14_43",4
"535","BG_14_44",4
"536","BG_14_45",4
"537","BG_14_46",4
"538","BG_14_47",4
"539","BG_14_48",4
"540","BG_14_49",5
"541","BG_14_5",4
"542","BG_14_50",4
"543","BG_14_51",4
"544","BG_14_52",4
"545","BG_14_53",4
"546","BG_14_54",4
"547","BG_14_55",4
"548","BG_14_56",4
"549","BG_14_57",4
"550","BG_14_58",4
"551","BG_14_59",4
"552","BG_14_6",4
"553","BG_14_60",2
"554","BG_14_61",4
"555","BG_14_62",4
"556","BG_14_63",4
"557","BG_14_64",3
"558","BG_14_65",5
"559","BG_14_66",4
"560","BG_14_67",4
"561","BG_14_68",4
"562","BG_14_69",3
"563","BG_14_7",4
"564","BG_14_70",4
"565","BG_14_71",4
"566","BG_14_72",4
"567","BG_14_73",4
"568","BG_14_74",4
"569","BG_14_75",4
"570","BG_14_76",4
"571","BG_14_77",4
"572","BG_14_78",4
"573","BG_14_79",4
"574","BG_14_8",4
"575","BG_14_80",4
"576","BG_14_81",4
"577","BG_14_82",4
"578","BG_14_83",4
"579","BG_14_84",4
"580","BG_14_85",4
"581","BG_14_86",4
"582","BG_14_87",4
"583","BG_14_88",4
"584","BG_14_89",4
"585","BG_14_9",4
"586","BG_14_90",4
"587","BG_14_91",3
"588","BG_14_92",4
"589","BG_14_93",4
"590","BG_14_94",4
"591","BG_14_95",4
"592","BG_14_96",3
"593","BG_14_97",4
"594","BG_14_98",4
"595","BG_14_99",5
"596","BG_15_1",4
"597","BG_15_10",4
"598","BG_15_100",4
"599","BG_15_11",4
"600","BG_15_12",4
"601","BG_15_13",4
"602","BG_15_14",4
"603","BG_15_15",4
"604","BG_15_16",4
"605","BG_15_17",4
"606","BG_15_18",4
"607","BG_15_19",4
"608","BG_15_2",4
"609","BG_15_20",4
"610","BG_15_21",4
"611","BG_15_22",4
"612","BG_15_23",4
"613","BG_15_24",4
"614","BG_15_26",4
"615","BG_15_27",4
"616","BG_15_28",4
"617","BG_15_29",4
"618","BG_15_3",4
"619","BG_15_30",4
"620","BG_15_31",4
"621","BG_15_32",4
"622","BG_15_33",4
"623","BG_15_34",4
"624","BG_15_35",4
"625","BG_15_36",4
"626","BG_15_37",4
"627","BG_15_38",4
"628","BG_15_39",4
"629","BG_15_4",4
"630","BG_15_40",4
"631","BG_15_41",4
"632","BG_15_42",4
"633","BG_15_43",4
"634","BG_15_44",4
"635","BG_15_45",4
"636","BG_15_46",4
"637","BG_15_47",4
"638","BG_15_48",4
"639","BG_15_49",4
"640","BG_15_5",4
"641","BG_15_50",4
"642","BG_15_51",4
"643","BG_15_52",4
"644","BG_15_53",4
"645","BG_15_54",4
"646","BG_15_55",4
"647","BG_15_56",4
"648","BG_15_57",4
"649","BG_15_58",4
"650","BG_15_59",4
"651","BG_15_6",4
"652","BG_15_60",4
"653","BG_15_61",4
"654","BG_15_62",4
"655","BG_15_63",4
"656","BG_15_64",4
"657","BG_15_65",7
"658","BG_15_66",4
"659","BG_15_67",4
"660","BG_15_68",4
"661","BG_15_69",4
"662","BG_15_7",4
"663","BG_15_70",4
"664","BG_15_71",4
"665","BG_15_72",4
"666","BG_15_73",4
"667","BG_15_74",4
"668","BG_15_75",6
"669","BG_15_77",4
"670","BG_15_78",4
"671","BG_15_79",4
"672","BG_15_8",4
"673","BG_15_80",4
"674","BG_15_81",4
"675","BG_15_82",4
"676","BG_15_83",4
"677","BG_15_84",4
"678","BG_15_85",4
"679","BG_15_86",4
"680","BG_15_87",8
"681","BG_15_88",4
"682","BG_15_89",4
"683","BG_15_9",4
"684","BG_15_90",4
"685","BG_15_91",4
"686","BG_15_92",4
"687","BG_15_93",4
"688","BG_15_94",4
"689","BG_15_95",4
"690","BG_15_96",4
"691","BG_15_97",4
"692","BG_15_98",3
"693","BG_15_99",4
"694","BG_16_1",4
"695","BG_16_10",4
"696","BG_16_100",4
"697","BG_16_11",2
"698","BG_16_13",2
"699","BG_16_15",4
"700","BG_16_16",4
"701","BG_16_17",4
"702","BG_16_18",3
"703","BG_16_19",4
"704","BG_16_20",4
"705","BG_16_21",4
"706","BG_16_22",5
"707","BG_16_23",4
"708","BG_16_24",3
"709","BG_16_25",4
"710","BG_16_26",4
"711","BG_16_27",4
"712","BG_16_28",4
"713","BG_16_29",4
"714","BG_16_3",4
"715","BG_16_30",4
"716","BG_16_31",3
"717","BG_16_32",3
"718","BG_16_33",4
"719","BG_16_34",3
"720","BG_16_35",5
"721","BG_16_36",3
"722","BG_16_37",4
"723","BG_16_38",4
"724","BG_16_39",4
"725","BG_16_4",4
"726","BG_16_40",4
"727","BG_16_41",4
"728","BG_16_42",4
"729","BG_16_43",4
"730","BG_16_44",4
"731","BG_16_45",4
"732","BG_16_46",4
"733","BG_16_47",3
"734","BG_16_48",4
"735","BG_16_49",3
"736","BG_16_5",3
"737","BG_16_50",4
"738","BG_16_51",4
"739","BG_16_52",4
"740","BG_16_53",3
"741","BG_16_54",3
"742","BG_16_55",4
"743","BG_16_56",3
"744","BG_16_57",4
"745","BG_16_58",4
"746","BG_16_59",4
"747","BG_16_6",4
"748","BG_16_60",4
"749","BG_16_61",4
"750","BG_16_62",4
"751","BG_16_63",4
"752","BG_16_64",3
"753","BG_16_65",5
"754","BG_16_67",4
"755","BG_16_68",4
"756","BG_16_7",3
"757","BG_16_70",4
"758","BG_16_71",4
"759","BG_16_72",5
"760","BG_16_73",4
"761","BG_16_74",3
"762","BG_16_75",4
"763","BG_16_76",3
"764","BG_16_77",4
"765","BG_16_78",3
"766","BG_16_79",3
"767","BG_16_8",3
"768","BG_16_80",4
"769","BG_16_81",4
"770","BG_16_82",4
"771","BG_16_83",3
"772","BG_16_84",3
"773","BG_16_85",4
"774","BG_16_86",4
"775","BG_16_88",3
"776","BG_16_89",4
"777","BG_16_9",4
"778","BG_16_90",4
"779","BG_16_91",4
"780","BG_16_92",4
"781","BG_16_93",4
"782","BG_16_94",1
"783","BG_16_95",4
"784","BG_16_96",4
"785","BG_16_97",5
"786","BG_16_98",4
"787","BG_17_1",4
"788","BG_17_10",4
"789","BG_17_100",3
"790","BG_17_11",4
"791","BG_17_12",4
"792","BG_17_13",4
"793","BG_17_14",4
"794","BG_17_15",4
"795","BG_17_16",4
"796","BG_17_17",4
"797","BG_17_18",3
"798","BG_17_19",4
"799","BG_17_2",4
"800","BG_17_20",4
"801","BG_17_22",4
"802","BG_17_23",4
"803","BG_17_24",4
"804","BG_17_26",3
"805","BG_17_27",4
"806","BG_17_28",4
"807","BG_17_29",5
"808","BG_17_3",4
"809","BG_17_30",5
"810","BG_17_31",3
"811","BG_17_32",3
"812","BG_17_33",4
"813","BG_17_34",4
"814","BG_17_35",4
"815","BG_17_36",4
"816","BG_17_37",4
"817","BG_17_38",4
"818","BG_17_39",4
"819","BG_17_4",4
"820","BG_17_40",2
"821","BG_17_41",4
"822","BG_17_42",4
"823","BG_17_43",3
"824","BG_17_44",5
"825","BG_17_45",4
"826","BG_17_46",4
"827","BG_17_47",3
"828","BG_17_48",4
"829","BG_17_49",4
"830","BG_17_5",4
"831","BG_17_50",4
"832","BG_17_51",4
"833","BG_17_52",4
"834","BG_17_53",4
"835","BG_17_54",4
"836","BG_17_55",4
"837","BG_17_56",4
"838","BG_17_57",3
"839","BG_17_58",3
"840","BG_17_59",4
"841","BG_17_6",4
"842","BG_17_60",4
"843","BG_17_61",4
"844","BG_17_62",4
"845","BG_17_63",4
"846","BG_17_64",4
"847","BG_17_65",4
"848","BG_17_66",1
"849","BG_17_67",4
"850","BG_17_68",4
"851","BG_17_7",4
"852","BG_17_71",4
"853","BG_17_73",4
"854","BG_17_74",3
"855","BG_17_75",4
"856","BG_17_76",6
"857","BG_17_77",4
"858","BG_17_78",4
"859","BG_17_79",4
"860","BG_17_8",4
"861","BG_17_80",5
"862","BG_17_81",3
"863","BG_17_82",4
"864","BG_17_83",3
"865","BG_17_84",4
"866","BG_17_85",4
"867","BG_17_86",4
"868","BG_17_87",3
"869","BG_17_88",4
"870","BG_17_89",4
"871","BG_17_9",4
"872","BG_17_90",4
"873","BG_17_91",4
"874","BG_17_92",8
"875","BG_17_93",4
"876","BG_17_94",3
"877","BG_17_95",4
"878","BG_17_96",4
"879","BG_17_97",4
"880","BG_17_98",4
"881","BG_17_99",4
"882","BG_18_1",4
"883","BG_18_10",4
"884","BG_18_100",4
"885","BG_18_11",4
"886","BG_18_12",4
"887","BG_18_13",4
"888","BG_18_14",1
"889","BG_18_15",4
"890","BG_18_16",4
"891","BG_18_17",4
"892","BG_18_18",4
"893","BG_18_19",4
"894","BG_18_2",4
"895","BG_18_20",4
"896","BG_18_21",4
"897","BG_18_22",3
"898","BG_18_23",4
"899","BG_18_24",4
"900","BG_18_25",4
"901","BG_18_26",4
"902","BG_18_27",4
"903","BG_18_28",4
"904","BG_18_29",4
"905","BG_18_3",2
"906","BG_18_30",4
"907","BG_18_31",4
"908","BG_18_32",3
"909","BG_18_33",4
"910","BG_18_34",4
"911","BG_18_35",4
"912","BG_18_36",4
"913","BG_18_37",4
"914","BG_18_38",4
"915","BG_18_39",4
"916","BG_18_4",4
"917","BG_18_41",4
"918","BG_18_42",4
"919","BG_18_43",2
"920","BG_18_44",4
"921","BG_18_45",4
"922","BG_18_46",4
"923","BG_18_47",4
"924","BG_18_48",4
"925","BG_18_49",4
"926","BG_18_5",4
"927","BG_18_50",4
"928","BG_18_51",4
"929","BG_18_52",4
"930","BG_18_54",4
"931","BG_18_55",4
"932","BG_18_56",4
"933","BG_18_57",4
"934","BG_18_58",4
"935","BG_18_59",4
"936","BG_18_6",4
"937","BG_18_60",4
"938","BG_18_61",4
"939","BG_18_62",4
"940","BG_18_63",4
"941","BG_18_64",4
"942","BG_18_65",4
"943","BG_18_66",4
"944","BG_18_67",4
"945","BG_18_68",4
"946","BG_18_69",4
"947","BG_18_7",4
"948","BG_18_70",3
"949","BG_18_71",4
"950","BG_18_72",4
"951","BG_18_73",4
"952","BG_18_74",4
"953","BG_18_75",4
"954","BG_18_76",4
"955","BG_18_77",4
"956","BG_18_78",4
"957","BG_18_79",4
"958","BG_18_8",4
"959","BG_18_80",4
"960","BG_18_81",4
"961","BG_18_82",4
"962","BG_18_83",4
"963","BG_18_84",4
"964","BG_18_85",4
"965","BG_18_86",4
"966","BG_18_87",6
"967","BG_18_88",4
"968","BG_18_89",4
"969","BG_18_9",3
"970","BG_18_90",4
"971","BG_18_91",4
"972","BG_18_92",4
"973","BG_18_93",4
"974","BG_18_94",4
"975","BG_18_95",4
"976","BG_18_96",4
"977","BG_18_97",4
"978","BG_18_98",4
"979","BG_18_99",4
"980","BG_19_10",4
"981","BG_19_17",4
"982","BG_19_18",5
"983","BG_19_19",4
"984","BG_19_21",4
"985","BG_19_22",4
"986","BG_19_25",4
"987","BG_19_26",4
"988","BG_19_27",6
"989","BG_19_28",4
"990","BG_19_29",4
"991","BG_19_30",3
"992","BG_19_31",5
"993","BG_19_32",4
"994","BG_19_33",4
"995","BG_19_34",4
"996","BG_19_37",4
"997","BG_19_38",4
"998","BG_19_39",4
"999","BG_19_40",4
"1000","BG_19_44",4
"1001","BG_19_47",4
"1002","BG_19_54",4
"1003","BG_19_55",4
"1004","BG_19_56",4
"1005","BG_19_57",4
"1006","BG_19_6",4
"1007","BG_19_64",4
"1008","BG_19_65",4
"1009","BG_19_7",4
"1010","BG_19_8",4
"1011","BG_19_9",4
"1012","BG_2_1",4
"1013","BG_2_100",4
"1014","BG_2_11",4
"1015","BG_2_12",4
"1016","BG_2_13",4
"1017","BG_2_14",5
"1018","BG_2_15",5
"1019","BG_2_16",4
"1020","BG_2_17",4
"1021","BG_2_18",4
"1022","BG_2_19",4
"1023","BG_2_2",4
"1024","BG_2_20",4
"1025","BG_2_21",4
"1026","BG_2_22",4
"1027","BG_2_23",4
"1028","BG_2_24",4
"1029","BG_2_25",4
"1030","BG_2_26",5
"1031","BG_2_27",5
"1032","BG_2_28",4
"1033","BG_2_29",4
"1034","BG_2_3",4
"1035","BG_2_30",4
"1036","BG_2_31",4
"1037","BG_2_32",4
"1038","BG_2_33",4
"1039","BG_2_34",4
"1040","BG_2_35",5
"1041","BG_2_36",5
"1042","BG_2_37",3
"1043","BG_2_38",4
"1044","BG_2_39",4
"1045","BG_2_4",4
"1046","BG_2_40",3
"1047","BG_2_41",4
"1048","BG_2_42",4
"1049","BG_2_43",4
"1050","BG_2_44",4
"1051","BG_2_45",4
"1052","BG_2_46",4
"1053","BG_2_47",5
"1054","BG_2_48",4
"1055","BG_2_49",4
"1056","BG_2_5",4
"1057","BG_2_50",4
"1058","BG_2_51",4
"1059","BG_2_52",4
"1060","BG_2_53",4
"1061","BG_2_54",4
"1062","BG_2_55",5
"1063","BG_2_56",5
"1064","BG_2_57",4
"1065","BG_2_58",4
"1066","BG_2_59",4
"1067","BG_2_6",4
"1068","BG_2_60",3
"1069","BG_2_61",10
"1070","BG_2_62",4
"1071","BG_2_63",4
"1072","BG_2_64",4
"1073","BG_2_65",4
"1074","BG_2_66",4
"1075","BG_2_67",4
"1076","BG_2_68",4
"1077","BG_2_69",3
"1078","BG_2_7",4
"1079","BG_2_70",4
"1080","BG_2_71",5
"1081","BG_2_72",4
"1082","BG_2_73",5
"1083","BG_2_74",5
"1084","BG_2_75",4
"1085","BG_2_76",4
"1086","BG_2_77",3
"1087","BG_2_78",4
"1088","BG_2_79",4
"1089","BG_2_8",4
"1090","BG_2_80",4
"1091","BG_2_81",5
"1092","BG_2_82",4
"1093","BG_2_83",4
"1094","BG_2_84",4
"1095","BG_2_85",4
"1096","BG_2_86",4
"1097","BG_2_87",4
"1098","BG_2_88",4
"1099","BG_2_89",4
"1100","BG_2_9",4
"1101","BG_2_90",3
"1102","BG_2_91",4
"1103","BG_2_92",4
"1104","BG_2_93",3
"1105","BG_2_94",4
"1106","BG_2_95",5
"1107","BG_2_96",5
"1108","BG_2_97",4
"1109","BG_2_98",4
"1110","BG_2_99",4
"1111","BG_3_10",3
"1112","BG_3_100",4
"1113","BG_3_12",3
"1114","BG_3_13",3
"1115","BG_3_14",2
"1116","BG_3_15",4
"1117","BG_3_16",3
"1118","BG_3_17",3
"1119","BG_3_18",4
"1120","BG_3_19",3
"1121","BG_3_20",4
"1122","BG_3_22",4
"1123","BG_3_23",3
"1124","BG_3_24",4
"1125","BG_3_25",4
"1126","BG_3_26",4
"1127","BG_3_27",4
"1128","BG_3_28",4
"1129","BG_3_29",4
"1130","BG_3_30",4
"1131","BG_3_32",3
"1132","BG_3_33",4
"1133","BG_3_34",4
"1134","BG_3_35",4
"1135","BG_3_36",4
"1136","BG_3_37",4
"1137","BG_3_38",4
"1138","BG_3_39",4
"1139","BG_3_40",4
"1140","BG_3_42",4
"1141","BG_3_43",4
"1142","BG_3_44",4
"1143","BG_3_45",4
"1144","BG_3_46",4
"1145","BG_3_47",4
"1146","BG_3_48",4
"1147","BG_3_49",4
"1148","BG_3_50",4
"1149","BG_3_52",4
"1150","BG_3_53",4
"1151","BG_3_54",3
"1152","BG_3_55",5
