,StationNum,SS,Project,Gridnum,DecidR,Decid1,Decid2,Decid3,Decid4,Decid5,Decid6,Decid7,Decid8,Decid9,MixedwoodR,Mixedwood1,Mixedwood2,Mixedwood3,Mixedwood4,Mixedwood5,Mixedwood6,Mixedwood7,Mixedwood8,Mixedwood9,PineR,Pine1,Pine2,Pine3,Pine4,Pine5,Pine6,Pine7,Pine8,Pine9,SpruceR,Spruce1,Spruce2,Spruce3,Spruce4,Spruce5,Spruce6,Spruce7,Spruce8,Spruce9,TreedBogR,TreedBog1,TreedBog2,TreedBog3,TreedBog4,TreedBog5,TreedBog6,TreedBog7,TreedBog8,TreedBog9,TreedFenR,TreedFen1,TreedFen2,TreedFen3,TreedFen4,TreedFen5,TreedFen6,TreedFen7,TreedFen8,TreedFen9,TreedSwampR,TreedSwamp1,TreedSwamp2,TreedSwamp3,TreedSwamp4,TreedSwamp5,TreedSwamp6,TreedSwamp7,TreedSwamp8,TreedSwamp9,GrassHerb,Shrub,GraminoidFen,Marsh,ShrubbyBog,ShrubbyFen,ShrubbySwamp,Bare,SnowIce,Water,UrbanIndustrial,UrbanResidence,RuralResidentialIndustrial,IndustrialSiteRural,WindGenerationFacility,OtherDisturbedVegetation,MineSite,PeatMine,WellSite,Pipeline,TransmissionLine,SeismicLineNarrow,SeismicLineWide,RoadHardSurface,RailHardSurface,RoadTrailVegetated,RoadVegetatedVerge,RailVegetatedVerge,CultivationCrop,CultivationAbandoned,CultivationRoughPasture,CultivationTamePasture,HighDensityLivestockOperation,BorrowpitsDugoutsSumps,MunicipalWaterSewage,Reservoirs,Canals,CCDecidR,CCDecid1,CCDecid2,CCDecid3,CCDecid4,CCMixedwoodR,CCMixedwood1,CCMixedwood2,CCMixedwood3,CCMixedwood4,CCPineR,CCPine1,CCPine2,CCPine3,CCPine4,CCSpruceR,CCSpruce1,CCSpruce2,CCSpruce3,CCSpruce4,g2x2,g3x3,g4x4,g5x5,Station
1,1,BG_10_1,BG,10,0,0,0,223888.2748,0,3702.133819,0,20082.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107461.2157,0,0,0,0,0,0,0,0,0,0,0,0,1640.164303,0,0,3226.095108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2,1,BG_17_1,BG,17,0,0,0,0,0,39430.03907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61774.88142,0,0,0,0,0,0,0,0,25172.6357,0,17160.3801,0,0,0,0,0,0,0,0,0,77742.65633,10858.00209,0,0,0,0,0,0,0,0,0,120413.1146,0,0,0,0,0,0,0,0,0,611.7949468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0034811,0,0,4615.735187,0,0,1073.387335,954.3618709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3,1,BG_15_1,BG,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527.446022,5383.608072,0,0,0,0,0,0,0,0,7503.710002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12164.66474,68856.95415,0,69601.29196,0,0,0,0,0,0,0,147241.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.9126324,212.0944694,0,0,0,0,0,989.7696868,0,0,0,0,0,0,0,0,0,4608.023601,0,325.2166139,3599.848754,0,0,515.0002789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37282.97614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4,1,BG_7_1,BG,7,0,0,43301.4784,0,24926.26178,64237.5108,8144.955876,0,0,0,0,0,0,0,0,26500.73564,0,0,14115.90895,0,0,0,54342.96724,0,15633.61784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21697.55217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.555708,0,0,17771.02779,0,0,0,0,0,0,0,55695.57717,0,0,0,0,0,0,0,0,0,0,0,0,1134.569387,0,0,500.3868127,0,0,0,0,0,0,0,0,0,0,0,0,11851.81941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5,1,BG_4_1,BG,4,0,0,0,0,65918.96329,19377.7525,0,0,0,0,0,0,0,0,1741.198157,0,0,0,0,0,0,0,0,0,67366.26998,0,0,0,0,0,0,0,0,0,0,0,0,0,16617.33894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46307.47128,0,7890.243377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967.86496,0,0,0,92276.56786,0,0,0,0,2297.62616,1862.001356,0,2993.310275,3128.330378,8484.605413,0,0,10770.56104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
6,1,BG_13_1,BG,13,0,0,0,0,0,42366.73664,39126.46755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29146.07657,0,0,0,0,0,0,0,0,0,0,0,12368.3521,0,0,0,0,0,7004.740763,16935.20761,34836.35378,578.8239861,0,0,0,0,0,0,0,0,140067.598,23147.43916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601.870772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7,1,BG_18_1,BG,18,0,0,0,0,199139.8899,0,0,49348.76552,8465.699605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.1001523,0,0,0,0,0,0,0,0,0,7783.992201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28952.93101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.605199,0,0,0,0,0,0,0,0,0,9136.550505,0,0,4951.805333,6090.250918,0,0,18293.62572,0,0,0,0,0,0,0,0,0,0,0,0,0,1166.577001,0,0,6486.362351,0,0,0,0,0,0,18615.77593,0,0,0,0,0,0,1,1,1,1,1
8,1,BG_2_1,BG,2,229421.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16159.2518,0,0,0,0,0,0,0,0,0,89095.33157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233.813278,3643.904951,2476.047541,8359.2837,6557.285648,0,0,267.0724543,0,0,0,0,0,0,0,0,0,0,0,0,1786.589099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9,1,BG_5_1,BG,5,0,0,0,0,0,115958.2675,0,0,0,0,0,0,0,0,3229.429471,0,0,0,0,0,0,0,0,0,0,36492.36131,0,0,0,0,0,0,0,0,0,31465.81259,21276.8793,0,0,0,0,0,0,0,0,1105.086452,0,0,74111.39365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418.633657,0,0,0,0,0,0,0,0,256.3761534,0,0,0,43325.04931,0,0,0,0,0,0,0,2078.186592,773.2122657,0,0,6433.448868,19075.90837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
10,1,BG_16_1,BG,16,0,0,0,0,0,0,13912.10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.868878,25604.00828,0,0,0,0,0,0,0,2000.013875,107346.4636,0,32626.03246,0,0,0,0,0,0,28989.51918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136033.7034,0,0,1333.63514,0,0,0,0,0,0,0,0,5451.21109,0,0,0,4083.341155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
